129,函館市,41.86020805,140.9322944
130,羽幌町,44.32867987,141.8877843
131,浜頓別町,45.0809975,142.327221
132,浜中町,43.12807295,145.0588764
133,美瑛町,43.54268639,142.6458508
134,東神楽町,43.67773236,142.4866562
135,東川町,43.65624682,142.7144104
136,日高町,42.87897111,142.571117
137,比布町,43.91716333,142.490779
138,美唄市,43.33475917,141.8529941
139,美深町,44.53135625,142.4290491
140,美幌町,43.74562527,144.1687116
141,平取町,42.70629972,142.3725932
142,広尾町,42.33968542,143.2132054
143,深川市,43.84036528,142.1374841
144,福島町,41.53426929,140.2473468
145,富良野市,43.27924931,142.4820045
146,古平町,43.18623041,140.6058956
147,別海町,43.41591041,144.9568385
148,北斗市,41.85947959,140.5654697
149,北竜町,43.77827014,141.8229833
150,幌加内町,44.19070417,142.1297657
151,幌延町,44.98899778,142.0124652
152,本別町,43.15094542,143.5449921
153,幕別町,42.85218664,143.3201996
154,増毛町,43.79417861,141.5363481
155,真狩村,42.7402125,140.7790141
156,松前町,41.51700847,140.0884988
157,三笠市,43.25162111,141.9622193
158,南富良野町,43.15451317,142.6093934
159,むかわ町,42.75696431,142.1670045
160,室蘭市,42.37030164,140.9778215
161,芽室町,42.87767792,143.0296084
162,妹背牛町,43.70564111,141.945542
163,森町,42.067405,140.555034
164,紋別市,44.19663514,143.3366267
165,八雲町,42.20908223,140.2040738
166,夕張市,43.04125639,142.114092
167,湧別町,44.15771021,143.6008059
168,由仁町,42.9777635,141.8010716
169,余市町,43.19945082,140.7586314
170,羅臼町,44.10174347,145.1934529
171,蘭越町,42.77394556,140.4840987
172,陸別町,43.53948536,143.6749697
173,利尻町,45.16096,141.1959019
174,利尻富士町,45.17187889,141.2851336
175,留寿都村,42.72124253,140.9092334
176,留萌市,43.87719805,141.7610232
177,礼文町,45.37299611,141.0231419
178,稚内市,45.3493875,141.8117338
179,和寒町,44.02371292,142.3609037
